acompanyId,acompanyName
116,皮肤黏膜淋巴结综合征
117,慢性牙髓炎
118,肾髓质囊性病
119,食管憩室
120,尿道综合征
121,颌骨囊肿
122,躯体感觉障碍
123,老年人高血压危象
124,乳头内陷
125,胰腺假性囊肿
126,肾脓肿
127,汗管瘤
128,脑血栓形成
129,附睾畸形
130,肝硬化
131,脾破裂
132,病毒性肺炎
133,新生儿呼吸暂停
134,溃疡病出血
135,血管网织细胞瘤
136,睑球粘连
137,肛周湿疹
138,室性期前收缩
139,口周湿疹
140,急性出血性坏死性肠炎
141,急性肾炎
142,继发性甲状旁腺功能亢进症
143,肺囊性纤维化
144,手足发绀症
145,硬脑膜下血肿
146,胆汁性腹膜炎
147,多发性颅内血肿
148,结肠粪性穿孔
149,包茎
150,开角型青光眼
151,皮肤软骨瘤
152,老年人胃癌
153,浅表性胃炎
154,食管损伤
155,弥散性血管内凝血
156,急性单纯疱疹病毒性脑炎
157,伸指肌腱损伤
158,直肠损伤
159,肠癌
160,麻风
161,眼睑湿疹
162,疱疹样天疱疮
163,麻痹性肠梗阻
164,胰腺脓肿
165,化脓性葡萄膜炎
166,胎漏
167,牙列稀疏
168,下背部痛
169,急性粒细胞缺乏
170,动脉瘤样骨囊肿
171,泌尿感染
172,多种抽动综合征
173,血痹
174,心肌缺血
175,淋菌性结膜炎
176,颈椎病
177,闭塞性动脉硬化
178,肾母细胞瘤
179,肾虚腰痛
180,海绵窦血栓
181,眼病
182,老年人肺癌
183,钩虫病
184,硬肿症
185,食管穿孔
186,急性胃扩张
187,膝内翻
188,胎死宫内
189,高眼压症
190,无机碱皮肤损伤
191,接合菌病
192,血吸虫病
193,烫伤
194,化脓性腱鞘炎
195,软下疳
196,实喘
197,咽喉痛
198,食管念珠菌感染
199,纤维性骨炎
200,系统性血管炎
201,痹证
202,髌骨骨折
203,眼底出血
204,先天性脑积水
205,十二指肠结核
206,遗忘综合征
207,纤维毛囊瘤
208,血卟啉病
209,妊娠合并急性肾盂肾炎
210,脑萎
211,泪腺分泌功能减退
212,巨幼细胞性贫血
213,胃下垂
214,视网膜下新生血管膜
215,血厥
216,急性蜂窝织炎
217,黄体囊肿
218,神经性耳聋
219,手癣
220,脓疱病
221,肾动静脉瘘
222,脓肿
223,急性化脓性鼻窦炎
224,创伤性窒息
225,尺骨干骨折
226,肾囊肿
227,弹响肩胛
228,门静脉高压
229,功能性呕吐
230,神经炎
231,放线菌病
232,食管狭窄
233,丹毒
234,气管闭合性损伤
235,新生儿低钙血症
236,喉返神经损伤
237,小儿窦性心律失常
238,产后出血
239,猝死
240,全身化脓性感染
241,充血性脾肿大
242,宫外孕
243,周围神经病损
244,脊柱裂和有关畸形
245,咽肌痉挛
246,尺神经损伤
247,单心室
248,昏厥
249,吸收不良综合征
250,胃炎
251,结节病
252,软骨瘤
253,青少年及小儿卵巢肿瘤
254,软骨肉瘤
255,网膜肿瘤
256,胫腓下联合前部分离
257,脑梗死
258,老年人泌尿系统感染
259,梅毒
260,内分泌性眼球突出
261,先天性静脉畸形肢体肥大综合征
262,包皮炎
263,化脓性鼻窦炎
264,肺转移性肿瘤
265,吞咽困难
266,致死性肝内胆汁淤积综合征
267,急性淋巴结炎
268,脊髓压迫症
269,上皮样肉瘤
270,败血症
271,慢性肺炎
272,老年性阴道炎
273,角膜软化症
274,聚星障
275,生脓性肉芽肿
276,小肠肿瘤
277,一氧化碳中毒后迟发性脑病
278,痨瘵
279,肠梗阻
280,小儿遗传性痉挛性截瘫
281,原发性腹膜炎
282,乳房缺少症
283,脐带脱垂
284,阿米巴肝脓肿
285,创伤性休克
286,无痛性心肌梗死
287,髋关节结核
288,乳腺癌
289,密集恐惧症
290,胃肠道伴癌综合征
291,胃肠道功能紊乱
292,眼眶脓肿
293,智能障碍
294,哮喘
295,急性肠炎
296,恶性高血压
297,急性梗阻性化脓性胆管炎
298,葡萄糖-6-磷酸脱氢酶缺乏症
299,干血痨
300,脑疝
301,慢性扁桃体炎
302,足跟瘀斑
303,鞭虫病
304,阴虚火旺
305,鞘膜积液
306,乳腺肿瘤
307,过敏性鼻炎
308,脑动脉硬化症
309,二尖瓣闭锁不全
310,口角炎
311,无脑儿
312,肛门瘙痒症
313,腹膜炎
314,慢性闭角型青光眼
315,肝母细胞瘤
316,干燥性角结膜炎
317,扁桃体炎
318,成骨不全
319,乙状窦血栓性静脉炎
320,产科休克
321,急性呼吸窘迫综合征
322,脉络膜炎
323,内热
324,足部骨折
325,肾前性肾功能衰竭
326,食管裂孔疝
327,锁骨骨折
328,乳腺增生
329,视网膜炎
330,胃息肉
331,腰椎椎管狭窄症
332,咯血
333,磨牙
334,嗜铬细胞瘤
335,过敏性结膜炎
336,溃疡病大出血
337,妄想症
338,腘动脉损伤
339,痛风性关节炎
340,多汗症
341,倒睫
342,非特异性阴道炎
343,童年情绪障碍
344,鼻窦炎
345,低镁血症
346,老年人神经症
347,口腔癌
348,疼痛性眼肌麻痹
349,颅内静脉窦血栓形成
350,乳管内乳头状瘤
351,泪腺囊样腺癌
352,牛痘样水疱病
353,膀胱瘘
354,进行性脊肌萎缩症
355,氨基甲酸酯类农药中毒
356,急性胰腺炎
357,脑外伤后综合征
358,口腔颌面部皮样、表皮样囊肿
359,泌尿系结石
360,急性心肌梗死
361,外阴白色病变
362,腹股沟肉芽肿
363,川崎病
364,急性肠系膜上动脉梗死
365,急性胃肠炎
366,血管性帕金森综合征
367,颈动脉狭窄
368,先天性主动脉缩窄
369,出血性休克和脑病综合征
370,关节炎
371,感染性休克
372,皮肤平滑肌瘤
373,鳞状细胞癌
374,附件炎
375,婴儿玫瑰疹
376,膈下脓肿
377,急性胆囊炎
378,痒疹
379,褥疮
380,功能性胃肠病
381,阴道上皮内瘤样变
382,髌骨软化症
383,淤积性皮炎
384,心内膜炎
385,弱智
386,缺血性肠绞痛
387,食道溃疡
388,神经性呕吐
389,下肢深静脉血栓形成
390,涎腺囊肿
391,原发性急性闭角型青光眼
392,慢性进行性眼外肌麻痹
393,漏斗胸
394,痢疾
395,尿路感染
396,呼吸道感染
397,鼻息肉
398,晕厥
399,颈部淋巴结结核
400,恶性淋巴瘤
401,宫颈糜烂
402,肩峰下滑囊炎
403,慢性肺源性心脏病
404,眶蜂窝织炎
405,慢性宫颈炎
406,儿童口吃
407,冠心病
408,病态窦房结综合征
409,子宫收缩乏力
410,老年人前列腺增生症
411,癫痫
412,声带息肉
413,先天性食管闭锁
414,急性髓细胞白血病
415,脊柱关节炎
416,肝性脑病
417,淋巴结核
418,急性会厌炎
419,小儿阵发性睡眠性血红蛋白尿症
420,复发性溃疡
421,小儿肺不张
422,重症肌无力危象
423,颅内肿瘤
424,肾上腺肿瘤
425,结肠损伤
426,肝著
427,化脓性脑膜炎
428,脓性指头炎
429,脉络膜脱离
430,布卡综合症
431,老年痴呆
432,男子乳房发育症
433,前庭大腺囊肿
434,剥脱综合征
435,肾阴虚
436,腓总神经损伤
437,血小板减少性紫癜
438,输尿管异位开口
439,卵巢癌
440,子宫内膜异位症
441,新生儿惊厥
442,肾小球肾炎
443,产后虚脱
444,小儿神经管畸形
445,耳廓软骨膜炎
446,大便失禁
447,腹部大血管损伤
448,脑脊液漏
449,脑水肿
450,高血压脑病
451,多发性骨髓瘤
452,左束支中隔支传导阻滞
453,神经性耳鸣
454,肺咳
455,小儿基底细胞痣综合征
456,带状疱疹性角膜炎
457,老年人心脏猝死
458,局灶性肾小球硬化症
459,外伤性白内障
460,乳腺导管瘤
461,新生儿溶血病
462,胃出血
463,二硫化碳中毒
464,睑缘炎
465,高血压
466,痔疮
467,阿斯伯格综合症
468,过敏性荨麻疹
469,心理障碍
470,反应性精神病
471,膝关节损伤
472,月经量少
473,遗传性对称性色素异常症
474,脓毒症和菌血症
475,地中海贫血
476,肩周炎
477,周期性四肢运动障碍
478,结核性腹膜炎
479,足菌肿
480,扁平苔藓
481,动脉硬化
482,苯丙酮尿症
483,狼疮性肾炎
484,小肠系膜损伤
485,帽状腱膜下脓肿
486,便血
487,蜂窝肺综合征
488,小儿维生素D缺乏性手足搐搦症
489,金黄色葡萄球菌肺炎
490,视网膜中央动脉阻塞
491,疱疹
492,升主动脉瘤
493,绒毛膜癌
494,慢性酒中毒
495,泪腺混合瘤
496,新生儿喉喘鸣
497,甲状旁腺功能亢进
498,脂肪肉瘤
499,膝关节骨性关节炎
500,溶血尿毒综合征
501,牙周脓肿
502,内分泌失调
503,痴呆
504,脑栓塞
505,不稳定型心绞痛
506,肾结核对侧肾积水
507,性心理障碍
508,肝癌
509,牙齿感觉过敏症
510,发育迟缓
511,头痛
512,副肿瘤性脊髓病
513,胆石
514,卵巢性不孕
515,胃溃疡
516,外伤性癫痫
517,多指畸形
518,脑膜炎
519,肠杆菌肺炎
520,乳腺囊性增生症
521,无汗症
522,结核性胸膜炎
523,白内障
524,外阴早期浸润性鳞癌
525,汗证
526,急性胃炎
527,龋齿
528,急性鼻炎
529,耳结核
530,结节性甲状腺肿
531,动脉粥样硬化
532,急性肾小管坏死
533,三叉神经痛
534,溶血尿毒症综合征
535,真菌性肠炎
536,生殖器疱疹
537,色素斑
538,代谢性酸中毒
539,淋巴瘤
540,脑源性晕厥
541,脑脊液鼻漏
542,隐睾
543,腕舟骨骨折
544,酒精性肝炎
545,肾周脓肿
546,休克
547,副鼻窦炎
548,遗传性痉挛性截瘫
549,喉狭窄
550,老年人结节病
551,产后抑郁症
552,宫腔粘连
553,阿尔茨海默病性痴呆
554,胃肠疾病
555,瘢痕性睑内翻
556,硬脑膜下脓肿
557,血胸
558,流注
559,子宫肌瘤
560,骨质软化症与佝偻病
561,骨肉瘤
562,坏疽性脓皮症
563,特发性震颤
564,皮肤纤维瘤
565,棘间韧带损伤
566,皮肤癌
567,神经母细胞瘤
568,慢性阻塞性肺疾病
569,桡骨茎突骨折
570,多胎妊娠
571,宫颈浸润癌
572,恐怖性焦虑障碍
573,阴虚发热
574,多重肺部感染
575,原发性肝癌
576,自闭症
577,破伤风
578,脑病
579,骨膜炎
580,软纤维瘤
581,暴发性肝衰竭
582,直肠阴道瘘
583,经行发热
584,缩窄性心包炎
585,腹膜后间隙出血
586,小儿急性支气管炎
587,阴囊潮湿
588,过敏性皮炎
589,手部神经损伤
590,偏瘫
591,虫咬皮炎
592,胰腺癌
593,周期性瘫痪
594,腰部峡部崩裂和脊椎滑脱
595,维生素A缺乏病
596,鱼鳞病
597,银屑病
598,流行性感冒
599,骨软骨瘤
600,睑外翻
601,慢性中耳炎
602,气压创伤性中耳炎
603,弓形虫病
604,经前期综合征
605,疱疹样湿疹
606,肾积脓
607,老年人骨质疏松
608,口炎
609,阴道壁脱垂
610,肝包虫囊肿
611,鳃裂瘘管
612,食管破裂
613,戈谢病
614,新生儿胆红素脑病
615,桡神经麻痹
616,血友病
617,高渗性非酮症高血糖昏迷
618,肢端肥大症
619,肝咳
620,巨细胞病毒感染
621,瘙痒症
622,椎体严重楔形变并伴小关节半脱位
623,阳虚发热
624,胃损伤
625,上睑下垂
626,膀胱憩室
627,腹部肿块
628,皮下T细胞淋巴瘤
629,脑梗塞
630,单纯疱疹病毒感染症
631,胆管结石
632,转移性骨肿瘤
633,丘脑下部损伤
634,角膜溃疡
635,蓖麻子中毒
636,性交晕厥
637,气胸
638,痛风和高尿酸血症
639,胎儿宫内窘迫
640,物理性皮肤病
641,女性不孕症
642,酒精中毒
643,慢性细菌性前列腺炎
644,眼睑基底细胞癌
645,胆汁淤积性黄疸
646,妊娠合并硬皮病
647,克罗恩病
648,人乳头瘤病毒感染
649,酒中毒性周围神经病
650,完全性房室传导阻滞
651,大量羊水吸入
652,眼眶假瘤
653,酸中毒
654,风湿性多肌痛
655,忽略症
656,外阴肿瘤
657,肾结核
658,新生儿失血性贫血
659,子宫内膜炎
660,神经性肌强直
661,梗阻性肾病
662,乳房神经纤维瘤
663,十二指肠血管性压迫综合征
664,肾功能衰竭
665,先天性髋关节外展挛缩和骨盆倾斜
666,慢性支气管炎
667,子痫
668,心性猝死综合征
669,肺棘球蚴病
670,肾发育不全
671,窥阴癖
672,关节痛
673,交感性眼炎
674,静脉炎
675,颅内静脉血栓形成
676,梅毒性巩膜炎
677,继发性红细胞增多症
678,红皮病
679,慢性膀胱炎
680,妊娠呕吐
681,视网膜裂孔
682,儿童期情绪障碍
683,半乳糖血症
684,细菌性痢疾
685,儿童抽动障碍
686,尿道炎
687,气胀
688,直肠脱垂
689,心脏横纹肌瘤
690,共同性斜视
691,食管癌
692,前置胎盘
693,泌尿道肿瘤皮肤转移
694,肝胆湿热
695,化脓性骨髓炎
696,肩锁关节脱位
697,骨盆骨折
698,急性心包炎
699,圆翳内障
700,高血压病视网膜病变
701,营养代谢障碍疾病
702,面肌抽搐
703,痉挛性斜颈
704,营养不良
705,甲状腺功能亢进伴发的精神障碍
706,坐骨直肠窝脓肿
707,早产儿
708,Pasini-Pierni进行性皮肤萎缩
709,肺气肿
710,踝关节扭伤
711,流行性乙型脑炎
712,播散性血管内凝血
713,肠系膜囊肿
714,肌肉痉挛
715,肺性脑病
716,中性粒细胞减少症
717,慢性肝炎
718,小儿肝性脑病
719,下消化道出血
720,睾丸女性化
721,飞蚊症
722,盆腔腹膜炎
723,蛲虫性阴道炎
724,维生素D中毒
725,谵妄
726,黄褐斑
727,放射性脊髓病
728,老年人急性左心衰竭
729,遗传性球形红细胞增多症
730,急黄
731,腹股沟疝
732,创伤性溃疡
733,老年期抑郁症
734,拇指掌指关节尺侧侧副韧带损伤
735,先天性白内障
736,脓毒症
737,毛发上皮瘤
738,持续性输卵管妊娠
739,食管源性胸痛
740,荨麻疹
741,地方性甲状腺肿
742,小儿胆道蛔虫症
743,妊娠瘙痒性荨麻疹性丘疹及斑块病
744,眼眶血肿
745,继发性化脓性腹膜炎
746,前列腺癌
747,乳糜胸
748,急性化脓性胆管炎
749,阴道横隔
750,滑膜炎
751,嗜睡症
752,股骨颈骨折
753,遗尿症
754,强迫症
755,丘疹性血管增生
756,糖尿病坏疽
757,颈肋综合征
758,老视
759,慢性盆腔疼痛
760,乳糜尿
761,角膜炎
762,血栓性血小板减少性紫癜
763,肛乳头炎
764,桡骨远端骨折
765,丙型病毒性肝炎
766,多囊肾
767,慢性附睾炎
768,动脉导管未闭
769,结肠癌
770,出血性膀胱炎
771,输卵管妊娠
772,甲周炎
773,恐惧症
774,嗜酸粒细胞增多症
775,丘疹性荨麻疹
776,低钾血症
777,乳腺结核
778,颈椎结核
779,脊柱侧弯
780,椎弓结核
781,丁型病毒性肝炎
782,先天性心脏病
783,性功能障碍
784,急性喉炎
785,急性肾功能衰竭
786,不完全性肠梗阻
787,肠系膜肿瘤
788,粪瘘
789,贲门失弛缓症
790,骨产道异常性难产
791,男性乳房肥大症
792,周期性麻痹
793,心室间隔缺损
794,龟头炎
795,脑挫裂伤
796,毛囊炎
797,Kaposis肉瘤
798,肾损伤
799,感冒
800,混合结缔组织病
801,支气管哮喘
802,硬红斑
803,特发性皮肤钙化病
804,棉尘肺
805,膀胱输尿管反流
806,缺血性脑卒中
807,脊椎外伤
808,淋巴水肿
809,门静脉血栓形成
810,结肠闭锁
811,维生素B2缺乏病
812,婴儿痉挛症
813,甲状腺癌
814,意识障碍
815,胸廓出口综合征
816,不安腿综合征
817,慢性肾盂肾炎
818,萎缩性胃炎
819,肩关节周围炎
820,肝纤维化
821,晶体脱位
822,甲下外生骨疣
823,气性坏疽
824,化脓性汗腺炎
825,神经内分泌肿瘤皮肤转移
826,小儿遗传性大疱性表皮松解症
827,老年人心力衰竭
828,视网膜中央静脉阻塞
829,小儿脑肿瘤
830,缺水和缺钠
831,喉阻塞
832,软组织损伤
833,前房积血
834,肌萎缩侧索硬化症
835,血栓性浅静脉炎
836,红斑狼疮
837,乳房单纯囊肿
838,胆石性肠梗阻
839,黄色瘤
840,肺心病
841,溶血性链球菌性坏疽
842,心力衰竭
843,大动脉炎
844,神经内分泌肿瘤
845,晶状体溶解性青光眼
846,骨裂
847,卡氏肺囊虫肺炎
848,口腔炎
849,胰腺炎
850,急腹症
851,特发性面神经瘫痪
852,新生儿先天性胆道闭锁
853,老年肺炎
854,胃、十二指肠溃疡出血
855,异物肉芽肿
856,心肾不交
857,三尖瓣下移畸形
858,膀胱肿瘤
859,心房扑动
860,急性白血病
861,夏季热
862,脑脓肿
863,先天性锁骨假关节
864,喉水肿
865,男性不育症
866,胆道感染
867,短暂性大脑缺血性发作
868,视网膜色素变性
869,胆石症
870,小儿不对称身材-矮小-性发育异常综合征
871,急性胆源性胰腺炎
872,电烧伤
873,感染性心内膜炎
874,先天性青光眼
875,绝经后骨质疏松
876,早产儿贫血
877,新生儿佝偻病
878,高血脂
879,肝病
880,急性腰扭伤
881,化脓性关节炎
882,原发性硬化性胆管炎
883,血栓闭塞性脉管炎
884,精神分裂症
885,阳虚
886,胫骨髁骨折
887,心动过缓
888,腹股沟斜疝
889,肺纤维化
890,蛋白尿
891,大咯血
892,脑血管畸形
893,胎热
894,直肠息肉
895,高血压肾病
896,肺栓塞和肺梗死
897,类风湿性关节炎的肾损害
898,慢性化脓性鼻窦炎
899,脂肪肝
900,急性闭角性青光眼
901,骨髓增生异常综合征
902,复发性多发性软骨炎伴发的葡萄膜炎
903,产后痉症
904,强直型脑瘫
905,先天性肛门直肠畸形
906,妊娠期肝内胆汁淤积症
907,急性中毒性脑炎
908,心源性肝硬化
909,卵巢囊肿
910,腓骨肌萎缩症
911,高泌乳素血症
912,潮热
913,急性卡他性结膜炎
914,水痘肺炎
915,舌炎
916,胸椎间盘突出症
917,酒精性肝硬化
918,鼻中隔穿孔
919,贲门癌
920,压力性尿失禁
921,伏梁
922,进行性肌营养不良症
923,慢性阑尾炎
924,前庭大腺炎
925,言语和语言发育障碍
926,马蹄形肾
927,小儿硬皮病
928,指节垫
929,骨髓炎
930,阵发性室上性心动过速
931,症状性癫痫综合征
932,遗尿
933,乳头的乳头状瘤
934,高血压性心脏病
935,胆结石
936,小儿喉痉挛
937,习惯性流产
938,记忆障碍
939,赤脉传睛
940,网状细胞肉瘤
941,喉痉挛
942,蚕豆病
943,结膜充血
944,眼球运动障碍
945,慢性盆腔炎
946,房间隔缺损
947,阿米巴肠病
948,慢性胃炎
949,网状青斑
950,桡神经损伤
951,多囊肝
952,糖尿病性视网膜病变
953,丝状角膜病变
954,骨质疏松
955,煤炭工尘肺
956,低血糖
957,艾滋病
958,风湿热
959,胃肠道癌皮肤转移
960,背痈
961,多系统器官功能衰竭
962,慢性嗜酸性粒细胞性肺炎
963,皮肤囊肿
964,恶性黑色素瘤
965,良性前列腺增生
966,脑积水
967,紫癜
968,喉结核
969,尿路真菌感染
970,泪囊炎
971,小儿迷路水肿-耳性眩晕综合征
972,卵巢重度水肿
973,肺动脉高压
974,痰浊头痛
975,胰腺囊肿
976,乳头状汗腺腺瘤
977,青年上肢远端肌萎缩
978,胃癌
979,高血压危象
980,霉菌性外阴炎
981,重复膀胱
982,急性盆腔炎
983,外阴阿米巴病
984,肝肺综合征
985,肌营养不良症
986,白带异常
987,消化道重复畸形
988,脱发
989,骨膜性软骨肉瘤
990,消化不良
991,高原肺水肿
992,泪腺肿瘤
993,关节扭伤
994,色素痣
995,阿米巴性阴道炎
996,耳鸣
997,肝囊肿
998,冠状动脉供血不足
999,羊水过少
1000,青光眼
1001,视神经疾病
1002,基底细胞癌
1003,外伤后脑脂肪栓塞
1004,股神经干性痛
1005,胸壁软组织肿瘤
1006,儿童焦虑症
1007,腕管综合征
1008,骨癌
1009,胎儿生长受限
1010,膝关节半月板损伤
1011,急性女阴溃疡
1012,遗精
1013,骨不连
1014,剥脱性唇炎
1015,直肠膨出
1016,呼吸性碱中毒
1017,颈淋巴结结核
1018,肾上腺危象
1019,静脉曲张综合征
1020,挤压综合征
1021,病毒性肝炎
1022,骨纤维异样增殖症
1023,盆腔脓肿
1024,结核性膀胱自发破裂
1025,糖尿病心脏病
1026,慢性脓胸
1027,恶性肿瘤
1028,伤寒性心肌炎
1029,皮肤过敏
1030,心阳虚
1031,牙外伤
1032,儿童学习能力障碍
1033,视神经炎
1034,慢性淋巴结炎
1035,纯植物神经功能衰竭
1036,性交疼痛
1037,慢性呼吸衰竭
1038,肘关节脱位
1039,新生儿寒冷损伤综合征
1040,胃溃疡出血
1041,肾气不固
1042,混合型肾小管性酸中毒
1043,胆囊炎
1044,血管炎
1045,结核性脓胸
1046,肝豆状核变性
1047,胎粪吸入综合征
1048,心源性休克
1049,结肠瘘
1050,失眠抑郁
1051,老年人上消化道出血
1052,水肿
1053,新生儿脓疱病
1054,髌骨脱位
1055,青光眼睫状体炎综合征
1056,非特异性外阴炎
1057,盆腔积液
1058,炎症后弹力纤维松解伴皮肤松弛
1059,葡萄球菌感染
1060,眼球破裂伤
1061,甲状旁腺功能减退症
1062,急性膀胱炎
1063,纤维肉瘤
1064,胰腺损伤
1065,真两性畸形
1066,吸入性肺炎
1067,咽鼓管阻塞
1068,微小病毒感染
1069,膀胱炎
1070,十二指肠先天性缺如、闭锁和狭窄
1071,幽门梗阻
1072,甲状腺炎
1073,胃穿孔
1074,多毛症
1075,视网膜病变
1076,宫颈息肉
1077,腰肌劳损
1078,抽搐与惊厥
1079,肠结
1080,失语症
1081,视网膜脱落
1082,甲状腺结节钙化
1083,先天性并指多指畸形
1084,股神经痛
1085,婴儿成神经细胞瘤
1086,小儿学校恐怖症
1087,慢性肉芽肿病
1088,胼胝体进行性变性
1089,脱发性毛囊炎
1090,缺血缺氧性脑病
1091,颅内转移瘤
1092,先天性厚甲症
1093,肛瘘
1094,败血症肾损害
1095,胎膜早破
1096,多发性神经炎
1097,耳后骨膜下脓肿
1098,低血压
1099,肠结核
1100,淋巴癌
1101,习惯性便秘
1102,排卵障碍
1103,尿道下裂
1104,乳腺癌皮肤转移
1105,咽囊炎
1106,小儿室间隔缺损
1107,流行性腮腺炎
1108,性冷淡
1109,湿热病
1110,退变性骶髂关节炎
1111,急性心功能不全
1112,溃疡性结肠炎
1113,急进性肾炎
1114,精神病
1115,心肌梗塞并发左心室室壁瘤
1116,强直性肌营养不良症
1117,椎动脉创伤性栓塞
1118,掌指关节脱位
1119,三期梅毒
1120,膝关节韧带损伤
1121,尺骨上1/3骨折合并桡骨头脱位
1122,胆管扩张症
1123,反社会人格障碍(病态人格)
1124,神经瘤
1125,脑膜转移瘤
1126,关节疼痛
1127,溢泪症
1128,小脑扁桃体下疝
1129,癌性疼痛
1130,完全流产
1131,气性膀胱炎
1132,脐疝
1133,肿胀
1134,皮肤念珠菌病
1135,涎腺混合瘤
1136,无症状型心肌缺血
1137,多发性肌炎
1138,颅咽管瘤
1139,肺胀
1140,张力性气胸
1141,染色体异常
1142,尿潴留
1143,肠炎
1144,冠状动脉粥样硬化性心脏病
1145,先天性胫骨假关节
1146,淀粉样变性
1147,血管活性肠肽瘤
1148,舌下神经损伤
1149,主动脉瓣狭窄
1150,下肢静脉曲张
1151,肺脓肿
1152,疣状角化不良病
1153,脉络膜出血
1154,脑血栓
1155,恶寒发热
1156,窦性心动过速
1157,髋关节脱位
1158,镰状细胞贫血
1159,库欣综合征
1160,放射病
1161,卵巢早衰
1162,小儿营养不良
1163,股癣
1164,附睾炎
1165,粘连性中耳炎
1166,产褥感染
1167,步态异常
1168,角膜病
1169,主动脉瘤
1170,宫腔积脓
1171,唇癌
1172,高钙血症
1173,急性附睾炎
1174,隐球菌病
1175,大泡性角膜病变
1176,外阴炎
1177,眼睑闭合不全
1178,肛管直肠周围脓肿
1179,缺铁性贫血
1180,脱阳
1181,肾功能不全
1182,创伤性气胸
1183,口腔疾病
1184,咽后脓肿
1185,屈光参差
1186,重症肌无力
1187,著痹
1188,雀斑
1189,新生儿硬肿症
1190,肾上腺皮质功能减退症
1191,口腔颌面部软组织损伤
1192,新生儿窒息
1193,神经鞘瘤
1194,弯曲菌感染
1195,疟疾
1196,双胃
1197,传染性单核细胞增多症
1198,新生儿低血糖症
1199,药疹
1200,咽部异物
1201,妇科炎症
1202,肾性糖尿
1203,肛管、直肠、结肠狭窄
1204,植物神经功能障碍
1205,骶髂关节炎
1206,急性中耳炎
1207,纵隔脓肿
1208,前葡萄膜炎
1209,不射精症
1210,畸胎瘤
1211,甲癣
1212,老年性癫痫
1213,肠病性肢皮炎综合征
1214,钡中毒
1215,肝肾综合征
1216,儿童精神分裂症
1217,牙龈炎
1218,囊虫病
1219,缺血性心肌病
1220,喉疮
1221,腹腔脓肿
1222,基底细胞瘤
1223,酒中毒性痴呆
1224,阿片类药物中毒
1225,新生血管性青光眼
1226,二尖瓣关闭不全
1227,甲状腺功能减退
1228,霍奇金病
1229,突发性耳聋
1230,胎儿窘迫
1231,先天性膈疝
1232,急性肾盂肾炎
1233,甲状腺血管瘤
1234,睡眠呼吸暂停综合征
1235,耳源性脑膜炎
1236,急性淋巴细胞白血病
1237,百日咳
1238,麦格综合征
1239,高钠血症
1240,碱性磷酸钙结晶沉积病
1241,喘息样支气管炎
1242,钱币状湿疹
1243,慢性额窦炎
1244,脐炎
1245,脊髓灰质炎
1246,腹膜后血肿
1247,创伤性关节炎
1248,出血性脑卒中
1249,失认症
1250,围绝经期综合征
1251,人格障碍
1252,微血管病性溶血性贫血
