aliasID,aliasName
361,Galeazzi骨折
362,癞皮病
363,北亚蜱传斑疹伤寒
364,变应性血管炎
365,老年透明细胞癌
366,脊髓前动脉闭塞综合征
367,粘多糖贮积病Ⅳ型
368,偏头痛性神经痛
369,癌性乳腺炎
370,发育不良痣综合征
371,球孢子菌肉芽肿
372,垂体卒中
373,中线坏死性肉芽肿伴发的葡萄膜炎
374,咽部粘膜及粘膜下组织急性炎症
375,肥大性骨关节炎
376,先天性输精管缺如
377,PAVMs
378,月经性头痛
379,亚急性硬化性白质脑炎
380,脑内脊索瘤
381,心脏转移性肿瘤
382,小儿骨转移瘤
383,特发性中心性浆液性脉络膜炎
384,喉痈
385,单室心
386,原发性单克隆免疫球蛋白血症
387,小儿假膜性小肠结肠炎
388,家族性痉挛性截瘫
389,复极延迟综合征
390,小儿心肺转流肺
391,酒毒性神经病
392,食管类癌瘤
393,闭塞性胆管炎
394,手术后腮腺炎
395,早产儿视网膜病
396,败血病和菌血症
397,新生儿痤疮
398,宫颈柱状上皮异位
399,牙根尖周炎
400,巨舌症
401,窦性心律失常
402,软骨肿瘤
403,小儿结节性动脉外膜炎
404,新生儿肾静脉血栓形成症
405,老年性视网膜劈裂症
406,棕色脂肪瘤
407,汗腺毛囊角化症
408,科利斯骨折
409,枫糖尿病
410,牛肉绦虫病
411,小儿孤立性血尿
412,小儿冷凝集阳性肺炎
413,缠腰火丹
414,家族性多发性结肠息肉-骨瘤-软组织瘤综合征
415,急性胆汁性胰腺炎
416,产后Hashimoto样自身免疫综合征
417,小儿油筒鱼综合征
418,老年人肝积脂病
419,食管自发性破裂
420,广泛性特发性骨质增生
421,慢性返流性肾病变
422,第Ⅰ型糖原累积病
423,喉裂
424,老年吸入性肺炎
425,攻击性婴儿纤维瘤病
426,新生儿化脑
427,风热疮
428,地方性甲状腺肿
429,特发性肥厚性主动脉瓣下狭窄
430,小儿类肉状瘤病
431,阵发性窦性心动过速
432,胰腺结石病
433,阵发性冷性血红蛋白尿症
434,咽旁隙化脓性感染
435,骨嗜酸肉芽肿
436,嗅觉减退
437,小儿红细胞生成性尿卟啉病
438,正常压力脑积水
439,原发性腹膜乳头浆液性癌
440,γ重链病
441,斯特奇-韦伯二氏综合征
442,超敏反应
443,席汉综合征
444,无脉症视网膜病变
445,家族性脂肪诱发脂血症
446,维生素D缺乏病
447,遗传性血尿酸过多
448,汗疱疹
449,小儿承霤病
450,皮水
451,舌异位甲状腺
452,多动症
453,小儿先心病
454,谢尔舍米斯基病
455,抗坏血酸缺乏
456,桡骨远端骨骺发育缺陷
457,颤病
458,皮肤混合瘤
459,脑膜炎球菌性败血症
460,瓷样胆囊
461,原发性婴儿青光眼
462,寰关节损伤
463,回乳
464,小儿急性呼吸窘迫综合症
465,五天热
466,肾原性尿崩症
467,水痘病毒肺炎
468,鲁-皮病
469,老年慢性疾病性贫血
470,髌骨骨骺炎
471,骨软骨炎
472,胎上逼心
473,小儿皮肤干燥-畸形足-牙釉质缺损综合征
474,小儿硬皮症
475,多发软骨发育异常
476,食管结核病
477,巴洛综合征
478,严重急性呼吸道综合征
479,高考综合症
480,syndrome(MWS)
481,结肠黑色素沉着病
482,流行性出血性结膜角膜炎
483,小儿假性弹性黄色瘤病
484,小儿急非淋白血病
485,小儿关节松弛
486,格斯特曼-施特劳斯纳综合征
487,晶状体源性葡萄膜炎
488,外阴管状汗腺瘤
489,腹壁韧带样纤维瘤
490,小儿Luschka-Magendie孔(第四脑室孔)闭锁综合征
491,小儿多发性神经纤维瘤病
492,滑车及外展神经麻痹
493,纤维瘤
494,女性生殖系统炎症
495,白血病伴发的精神错乱
496,胃无力
497,血管神经瘤
498,槟榔肝
499,慢性自主性房性心动过速
500,皮炎芽生菌病
501,贝耳麻痹
502,闭塞性动脉硬化症
503,雅司
504,黏液黏稠症
505,链状带绦虫病
506,小儿肾血管高血压
507,小汗腺末端汗腺瘤
508,脑面血管瘤病
509,北美芽生菌病
510,静脉曲张综合症
511,绿脓杆菌脑膜炎
512,先天血管瘤
513,小梁性癌
514,特发性斑点状黑色素过少症
515,细螺旋体病
516,传染性非典型肺炎
517,妊娠合并肾病综合症
518,小儿Riley-Day综合征
519,特发性帕金森病
520,烂喉丹痧
521,圣西巴斯提恩氏病
522,小儿出血性脑血管病
523,肥大性关节炎
524,腋毛奴卡菌病
525,Austin型异染性脑白质营养不良
526,滴状角膜
527,蛋白质能量营养不良症
528,小儿高IgM血症
529,克雷白杆菌属肺炎
530,毛细血管扩张痣
531,食管瘅
532,膝痹
533,胎粪延迟排出
534,肾小管性失镁
535,子宫淋巴管内间质异位症
536,腹股沟疝气
537,弥漫性硬化
538,夏科氏关节病
539,变应性小管间质性肾炎
540,局灶性硬皮病
541,小儿裂头蚴病
542,小儿Menkes综合征
543,眼睑皮肤松垂
544,良性肾硬化症
545,小儿多器官功能障碍综合症
546,卵巢恶性混合性中胚叶瘤
547,成人硬化病
548,纤维性骨结构不良
549,非典型脊椎结核
550,Sturge-Weber综合征
551,播散性毛囊性皮肤结核
552,筋膜间隔区综合症
553,假性疖肿
554,老年人骨质疏松症
555,肢痹
556,慢性肾功能衰竭
557,损伤性骨关节炎
558,新生儿自然出血症
559,小儿肺炎
560,微型多动脉炎
561,巨大骨样骨瘤
562,胸腹主动脉瘤
563,肥大性关节炎等
564,脂肪贮积肌病
565,小儿鞍上胚胎细胞瘤
566,小儿传单
567,子宫良性肿瘤
568,急性扁桃体炎
569,小儿不自主运动综合征
570,囊状水瘤
571,卵巢癌-胸腹腔积液综合征
572,小儿热带嗜曙红细胞增多症
573,趾骨骨折
574,新生儿红细胞增多症-高黏滞度综合症
575,纵横肿瘤
576,紫白癜风
577,羊角风
578,动作缓慢
579,头皮单纯糠疹
580,卵巢未成熟性畸胎瘤
581,老年人肺硬变
582,顿咳
583,小儿吉兰-巴雷综合症
584,外阴淋巴管痣瘤
585,外伤性窒息
586,Garder综合征
587,小儿慢性淋巴性甲状腺炎
588,高山病
589,老年性痴呆
590,多发性特发性出血性肉瘤
591,门静脉血栓症
592,绒毛膜癌
593,线状苔藓
594,化脓性肾炎
595,颅内肿瘤伴发的精神紊乱
596,慢性盆腔被动性淤血综合症
597,重金属肾病
598,学校技能发育障碍
599,低钠血
600,会阴下降综合症
601,金葡菌脑膜炎
602,急性神经血管性水肿
603,石瘿
604,颅内静脉窦闭塞性颅内高血压
605,小儿急性出血性肠炎
606,视网膜脉管炎
607,下颈椎脱位
608,新生儿臀部红斑
609,喂鸽者病
610,吊线风
611,胃切除后吸收障碍综合征
612,交感神经干综合征
613,高血压肾损害
614,甲旁亢
615,胶质细胞瘤
616,酒厥
617,小儿营养性小细胞低色素性贫血
618,双束阻滞
619,老年人糖尿病性乳酸性酸中毒
620,眼眶炎性假瘤
621,砒霜中毒
622,儿童真性红细胞增多症
623,肠侵袭性埃希大肠杆菌感染
624,良性关节痛
625,白血病样网状内皮细胞增生
626,窦状隙梗阻综合征
627,小儿大脑性瘫痪
628,癌症伴发的精神错乱
629,肝寒证
630,特发性肺含铁血黄素沉积
631,小儿播散性脂肪肉芽肿综合症
632,儿童触电与雷击
633,疖
634,反应性良性淋巴组织增生
635,目疣
636,吸烟者白斑
637,腰椎椎管狭窄症
638,白喉性结膜炎
639,亨廷顿氏病性痴呆
640,药物诱发性免疫性溶血性贫血
641,老年甲亢心
642,新月体性肾小球肾炎
643,胎儿窘迫
644,小儿发热
645,舌扁桃体肥大
646,老年胆囊癌
647,阿米巴性痢疾
648,小汗腺血管瘤性错构瘤
649,颅内转移性肿瘤
650,皮肤猪囊虫病
651,酒糟鼻
652,肺萎陷
653,遗传过敏性皮炎
654,毛发过多
655,肢端稽留性皮炎
656,肺动脉栓塞
657,高安病
658,老年慢性肾功能衰竭
659,互联网成瘾综合症
660,肌纤维织炎
661,算盘珠病
662,东部马脑炎
663,内部大泡性角膜炎
664,血小板功能不全
665,肌痿
666,高免疫球蛋白E血症综合征
667,Bennett骨折脱位
668,难治性癫痫症
669,苍白密螺旋体葡萄膜炎
670,鼻炎
671,急性肺心病
672,多灶性硬化症
673,老年心源性休克
674,儿童脑瘫
675,闭塞性乳腺炎
676,Besnier冻疮样狼疮
677,非贯通创伤
678,老年痛风
679,殖吸虫病
680,月经失调
681,腹壁纤维组织瘤样增生
682,卵巢非成熟型畸胎瘤
683,良性头部组织细胞增多病
684,Sprengel畸形
685,流行性感冒
686,汗管囊瘤
687,小儿下丘脑-垂体-IGF-1生长轴功能障碍及生长落后
688,先天性巨肠
689,传导阻滞
690,类风湿
691,急性腐蚀性食管炎
692,Wilkie病
693,血友病B
694,新生儿一过性脓疱性黑变病
695,自身免疫性外分泌腺病
696,胸痹(心痛)
697,自身致敏性皮炎
698,小儿肾脏混合瘤
699,糖原累积症
700,小儿Lignac综合征
701,疼痛性青肿综合征
702,小儿Guerin-Stern综合征
703,乳腺导管扩张症
704,眼拟组织胞质菌病
705,成人T细胞性白血病
706,老年人颅内高压
707,小儿心功能不全
708,腕管综合症
709,小儿性联低磷血症
710,小儿特发性扭转性肌张力不全
711,膜增生性肾炎
712,硬纤维增殖性纤维瘤
713,老年人异位抗利尿素分泌综合症
714,四咽囊综合征
715,原发性气尿症
716,须部假性毛囊炎
717,气泡栓塞
718,膝关节外副韧带损伤
719,芽生菌性皮炎
720,植物神经性癫痫
721,Rosai-Dorfman综合征
722,硬化汗腺管癌
723,侵蚀性溃疡
724,淋巴瘤样肉芽肿病
725,小肠瘅
726,结节性多发动脉炎伴发的葡萄膜炎
727,全身性红斑狼疮所致脊髓病
728,内生软骨瘤综合征
729,乳痨
730,遗传性乳腺癌-卵巢癌综合症
731,髌骨软骨软化症
732,外伤性颅腔积气
733,脚踝骱出
734,夜磨牙
735,充血性心力衰竭
736,反射性交感神经营养不良综合症
737,脑型肺并殖吸虫病
738,非痣样良性黑素上皮瘤
739,Bazin病
740,心动过速
741,小儿智力迟钝
742,致密性成骨不全症
743,色素性血管炎
744,成人型早老症
745,异染色性白质脑病
746,经期疼痛
747,白塞氏病
748,颅骨良性根尖周纤维瘤
749,瘿痈
750,多发性皮脂囊肿
751,卵巢米勒管混合瘤
752,硬下疳
753,外阴早期鳞状上皮浸润癌
754,外阴原发性小细胞癌
755,小儿Ⅱ型肾小管酸中毒
756,脾痿
757,小儿Wiskott-Aldrich综合征
758,巨色素痣
759,卵巢癌-腹水-胸水综合征
760,落矶山斑疹热
761,紫癜性苔藓
762,接触性感染全身肉芽肿
763,子宫肥大症
764,时毒暑疖
765,小儿先天性高氯性酸中毒
766,维生素A过多症
767,眼小眦赤脉外障
768,脑癌
769,腔静脉后输尿管
770,原壁菌病
771,再发性腹膜后肿瘤
772,小儿变应性亚败血症综合症
773,Kimura病
774,原发性肾上腺皮质机能不全
775,老年人
776,环咽肌弛缓不能
777,鹿蝇热
778,英吉利病
779,神经纤维瘤病
780,营养性大细胞性贫血
781,继发性高脂蛋白血症
782,疱疹性脓疱病
783,称骶髂关节半脱位
784,消化性食管炎
785,滋养层肿瘤
786,外阴白化
787,消化不良
788,奇昆古尼亚热
789,威尔逊病伴发的精神障碍
790,性病反应过度或疑病症
791,新生儿肺过度膨胀
792,小儿威尔逊病
793,老年尿失禁
794,共济失调毛细血管扩张症
795,肺淋巴管肌瘤
796,疣状皮结核
797,小儿凹陷牙
798,遗传性乳光牙本质
799,移行椎
800,老年人病窦综合征
801,小儿痒疹
802,巨人症
803,小儿紊乱性房性心动过速
804,小儿选择性免疫球蛋白A缺陷
805,外伤性气颅
806,小儿染色体不稳定综合征
807,小儿Rokitansky综合征
808,骨盆底综合征
809,丹毒样乳腺癌
810,Baker's囊肿
811,脑静脉瘤
812,阴囊扁平细胞癌
813,皮肤粘膜淋巴结综合征
814,重症肌无力样综合症
815,肾痨
816,肾衰
817,剥脱性红皮病
818,肋间综合征
819,前列腺肉芽肿
820,鞍上胚胎组织瘤
821,Ebstein病
822,颞叶性癫痫
823,小儿毛细血管扩张性共济失调综合征
824,胫骨粗隆骨软骨病
825,小儿脂肪泻
826,性高潮抑制
827,假丝酵母病
828,热带疮
829,分娩前后心肌病
830,软骨营养障碍性侏儒
831,桥本甲状腺炎
832,增生性骨关节炎
833,无器质性心脏病的心律失常死亡
834,趾底总神经瘤
835,小儿阿耳伯斯·尚堡氏病
836,老年病毒性肝炎
837,副肿瘤性边缘系脑炎
838,小儿粒细胞减少性小肠结肠炎
839,乳腺结外恶性淋巴瘤
840,丘疹坏死性皮肤结核
841,卵巢粘液性肿瘤
842,全身性发疹性组织细胞增多病
843,小儿Buckley综合征
844,胎盘功能综合征
845,食管贲门黏膜撕裂综合症
846,特发性嗜酸粒细胞增多综合征
847,肠瘘
848,老年疣
849,嗜睡-贪食综合征
850,先天性巨型色素痣
851,挤压伤
852,阳汗
853,小儿Mollaret脑膜炎
854,假性维生素D缺乏性佝偻病
855,颈强直
856,软瘊
857,运动失调性毛细血管扩张症
858,胃痞
859,溃疡大出血
860,肝淀粉样变
861,肉样瘤病
862,镰旁脑膜瘤
863,分泌物过多青光眼
864,暂时性亚临床型胆红素神经中毒症
865,不动纤毛综合症
866,老年急性胰腺炎
867,眼肌瘫痪性偏头痛
868,滋养叶肿瘤
869,家族性复合高脂血症
870,鼻窦扁平细胞癌的眼部病变
871,特发性免疫介导的小管间质性肾炎
872,神经原性直立性低血压
873,顽固性心脏衰竭
874,急性硬脑膜外及硬脑膜下化脓性感染
875,家族性高脂蛋白血症Ⅳ型
876,脓性蜂窝组织炎性咽峡炎
877,赤丝乱脉
878,医院内肺炎
879,粪毒
880,典型斑疹伤寒
881,MERS
882,脂肪性纤维瘤
883,西蒙氏症
884,甲真菌病
885,伴脂肪瘤性痣的皱折皮肤
886,小儿先天性低丙种球蛋白血症
887,胸腔异位肾
888,小儿Ellis-van
889,多发性骨纤维结构不良症
890,外阴黏膜白斑病
891,虹膜新血管化
892,子宫纤维瘤
893,网膜孔疝
894,软骨营养不良性侏儒
895,头部鳞状上皮细胞癌
896,间插裂体吸虫病
897,灼性神经痛
898,肠道腺病毒胃肠炎
899,小儿Bloom综合征
900,小儿遗尿症
901,良性软骨母细胞瘤
902,新生儿抽风
903,眼睑湿疹性皮炎
904,先天性环状粘连带
905,多肾异常
906,皮肤砂粒肿
907,尿毒症性心肌症
908,晶状体溶解性色素膜炎
909,加速性室性自搏心律
910,单侧肾
911,霉菌性关节炎
912,外阴白斑
913,年龄相关性白内障
914,骨髓炎综合症
915,奈氏卡他球菌肺炎
916,小儿副神经节瘤
917,钩虫感染
918,强直性脊椎炎性巩膜炎
919,小儿CoriⅢ型糖原累积综合征
920,红细胞肝性原卟啉症
921,弹力纤维假黄瘤
922,小儿暴发型休克型流脑
923,阴茎阴囊转位
924,无色素性色素失禁症
925,老年人真性红细胞增多
926,先天性非梗阻性非溶血性黄疸
927,软垂疣
928,骨血管内皮瘤
929,眼睑松垂
930,灰色血小板综合征
931,尿闭
932,Weingarten综合征
933,细菌性阴道病
934,神经鞘粘液瘤
935,老年高脂血症
936,肺间质性疾病
937,生殖器疣
938,鼠标手
939,Israel综合征
940,甲状腺眼病
941,外阴黑痣
942,胎盘早期脱离
943,胆结石
944,阿耳茨海默病性痴呆
945,枯草热
946,β2-微球蛋白淀粉样变
947,小儿急性暂时性中叶疾病
948,小儿外生骨疣
949,小儿Gelineau-Redliehsches综合征
950,幼年型粒单核细胞白血病
951,秃发性毛囊炎
952,小儿46-XY单纯性腺发育不全综合症
953,先天性色觉障碍
954,儿童甲状腺癌
955,维尔姆斯瘤
956,固定性红斑型药疹
957,单核细胞增多性李司忒氏菌脑膜炎
958,甲型病毒性肝炎
959,Byler病
960,埃莱尔-当洛综合症
961,膈症
962,小儿肺孢子虫性肺炎
963,早老性皮质纹状体变性
964,罗伯芽生菌病
965,分裂情感性精神病
966,原发性肾上腺皮质功能不全
967,醉酒
968,黑色角化病
969,结节性汗腺瘤
970,小儿大理石骨病
971,帕-罗二氏综合征
972,小儿肺结核Ⅳ型
973,传染性痴呆病
974,小儿皮质醇症
975,间质性浆细胞肺炎
976,分娩后泌尿道感染
977,晶状体后纤维增生症
978,小儿低钾性周期性瘫痪
979,胆囊运动障碍综合征
980,鼻腔黑色素瘤
981,肺型炭疽
982,虫咬皮炎
983,磷脂沉着综合征
984,甲状腺毒性眼病
985,支气管哮喘
986,早老性痴呆
987,过敏性口炎
988,懒白细胞综合征
989,贾第虫病
990,多结节性甲状腺肿伴甲亢
991,急性颈椎间盘突出症
992,近视
993,Recklinghausen综合征
994,新生儿低温
995,亚急性肉芽肿性甲状腺炎
996,斯约格伦综合征
997,多发颅内血肿
998,浆液细胞腺癌
999,小儿何杰金氏病
1000,乳腺囊性腺纤维瘤
1001,原卟啉症
1002,Gierke病
1003,冒烟性白血病
1004,肠大肠子宫内膜异位
1005,味觉性出汗
1006,白血病伴发的精神紊乱
1007,非阵发性交接处心动过速
1008,老年胸腔积液与胸膜炎
1009,性交困难
1010,流感性肺炎
1011,胎传梅毒
1012,血卟啉病性周围神经病变
1013,小儿心衰
1014,牛皮癣性关节炎性巩膜炎
1015,外阴粒性成肌细胞瘤
1016,黑色素细胞瘤
1017,男性慢性淋菌性尿道炎
1018,新生儿过敏性红斑
1019,创伤性脂肪坏死
1020,肠皮肤心脏病
1021,脑络痹
1022,外阴恶性滑膜瘤
1023,埃可病毒感染
1024,产后不典型亚甲炎
1025,阴囊鳞状上皮细胞癌
1026,脑病合并内脏脂肪变性
1027,急性多发性缺血性脉络膜病变
1028,须发早白
1029,骨膜发育不良
1030,冠状动脉粥样硬化性心脏病
1031,广州肺线虫病
1032,颈部乳头瘤
1033,钩体病的肾损害
1034,硅肺
1035,直肠黏膜脱垂
1036,腹腔高压综合征
1037,抗利尿激素分泌异常症抗利尿激素分泌异常综合征
1038,小儿淋巴细胞增生综合征伴自身免疫
1039,寒害
1040,军团杆菌性肺炎
1041,鼻渊
1042,遗传性视网膜劈裂
1043,产褥期出血
1044,小儿Peutz-Jeghers综合征
1045,胆红素中毒性脑病
1046,腹股沟滑疝
1047,间脑癫痫
1048,关节炎
1049,黑子痣
1050,新生儿天疱疮
1051,硬脑膜动静脉瘘样血管畸形
